common_name,season,environment_factor,selected_month,month_name,correlation,absolute_correlation,n_years
Little Ringed Plover,Spring,humidity,5.0,May,-0.6664837671397241,0.6664837671397241,9
Little Ringed Plover,Spring,prcp,5.0,May,-0.8113308203878881,0.8113308203878881,9
Little Tern,Spring,temperature,5.0,May,0.3722566856028849,0.3722566856028849,9
Little Tern,Spring,humidity,5.0,May,-0.2826920613056573,0.2826920613056573,9
Little Tern,Spring,prcp,5.0,May,-0.4410188164368538,0.4410188164368538,9
Long-tailed Minivet,Spring,temperature,5.0,May,-0.7241932977959518,0.7241932977959518,9
Long-tailed Minivet,Spring,humidity,5.0,May,0.4469872537819778,0.4469872537819778,9
Long-tailed Minivet,Spring,prcp,4.0,April,-0.40658090096848465,0.40658090096848465,8
Long-toed Stint,Spring,temperature,5.0,May,0.19221548045431985,0.19221548045431985,9
Long-toed Stint,Spring,humidity,5.0,May,-0.7566974840304743,0.7566974840304743,9
Long-toed Stint,Spring,prcp,5.0,May,-0.7101678466521127,0.7101678466521127,9
Mallard x Northern Pintail (hybrid),Spring,temperature,,,,,0
Mallard x Northern Pintail (hybrid),Spring,humidity,,,,,0
Mallard x Northern Pintail (hybrid),Spring,prcp,,,,,0
Marsh Sandpiper,Spring,temperature,4.0,April,-0.4257634616629923,0.4257634616629923,7
Marsh Sandpiper,Spring,humidity,5.0,May,-0.845117857900736,0.845117857900736,9
Marsh Sandpiper,Spring,prcp,4.0,April,-0.5723606277104115,0.5723606277104115,7
Marsh/Willow Tit,Spring,temperature,,,,,0
Marsh/Willow Tit,Spring,humidity,,,,,0
Marsh/Willow Tit,Spring,prcp,,,,,0
Merlin,Spring,temperature,4.0,April,-0.6276540196053199,0.6276540196053199,7
Merlin,Spring,humidity,3.0,March,0.08141389461372203,0.08141389461372203,6
Merlin,Spring,prcp,3.0,March,0.5421615206190502,0.5421615206190502,6
Mongolian Gull,Spring,temperature,5.0,May,0.5565000712567898,0.5565000712567898,8
Mongolian Gull,Spring,humidity,5.0,May,-0.29752484352035313,0.29752484352035313,8
Mongolian Gull,Spring,prcp,4.0,April,0.1834789698565291,0.1834789698565291,8
Mongolian Short-toed Lark,Spring,temperature,4.0,April,-0.760747334893424,0.760747334893424,9
Mongolian Short-toed Lark,Spring,humidity,4.0,April,-0.39677677255238414,0.39677677255238414,9
Mongolian Short-toed Lark,Spring,prcp,4.0,April,-0.05174030385814215,0.05174030385814215,9
Muscovy Duck,Spring,temperature,,,,,0
Muscovy Duck,Spring,humidity,,,,,0
Muscovy Duck,Spring,prcp,,,,,0
Northern Boobook,Spring,temperature,5.0,May,-0.028204195902238206,0.028204195902238206,7
Northern Boobook,Spring,humidity,5.0,May,0.16949689177016436,0.16949689177016436,7
Northern Boobook,Spring,prcp,5.0,May,-0.17779242592434408,0.17779242592434408,7
Northern Lapwing,Spring,temperature,5.0,May,0.3933114265552803,0.3933114265552803,9
Northern Lapwing,Spring,humidity,3.0,March,0.24283888612718585,0.24283888612718585,9
Northern Lapwing,Spring,prcp,5.0,May,-0.4191837619388332,0.4191837619388332,9
Northern Pintail,Spring,temperature,5.0,May,-0.7445923244168403,0.7445923244168403,6
Northern Pintail,Spring,humidity,5.0,May,-0.6831430497148856,0.6831430497148856,6
Northern Pintail,Spring,prcp,4.0,April,-0.6648180422804852,0.6648180422804852,9
Northern Shoveler,Spring,temperature,5.0,May,0.48330326934950346,0.48330326934950346,7
Northern Shoveler,Spring,humidity,4.0,April,0.5881566029298986,0.5881566029298986,9
Northern Shoveler,Spring,prcp,4.0,April,0.40285256479984427,0.40285256479984427,9
Ochre-rumped Bunting,Spring,temperature,5.0,May,0.48617070211314745,0.48617070211314745,6
Ochre-rumped Bunting,Spring,humidity,5.0,May,-0.7991394887611849,0.7991394887611849,6
Ochre-rumped Bunting,Spring,prcp,4.0,April,0.9360612175727184,0.9360612175727184,7
Olive-backed Pipit,Spring,temperature,3.0,March,-0.44965818185928075,0.44965818185928075,8
Olive-backed Pipit,Spring,humidity,5.0,May,-0.4551998527731142,0.4551998527731142,9
Olive-backed Pipit,Spring,prcp,4.0,April,-0.34704489099251573,0.34704489099251573,9
Oriental Cuckoo,Spring,temperature,5.0,May,-0.7060629929244874,0.7060629929244874,5
Oriental Cuckoo,Spring,humidity,5.0,May,0.4339763203482279,0.4339763203482279,5
Oriental Cuckoo,Spring,prcp,5.0,May,0.19769573318599434,0.19769573318599434,5
Oriental Honey-buzzard,Spring,temperature,4.0,April,0.29165750512746363,0.29165750512746363,5
Oriental Honey-buzzard,Spring,humidity,4.0,April,0.5427672510472092,0.5427672510472092,5
Oriental Honey-buzzard,Spring,prcp,4.0,April,0.6704250047417104,0.6704250047417104,5
Oriental Plover,Spring,temperature,4.0,April,0.3260058720838386,0.3260058720838386,7
Oriental Plover,Spring,humidity,4.0,April,0.4307149059674679,0.4307149059674679,7
Oriental Plover,Spring,prcp,4.0,April,0.8075002376807444,0.8075002376807444,7
Oriental Pratincole,Spring,temperature,4.0,April,-0.1223396091300081,0.1223396091300081,9
Oriental Pratincole,Spring,humidity,5.0,May,-0.4743792624470044,0.4743792624470044,9
Oriental Pratincole,Spring,prcp,5.0,May,-0.3754406620181769,0.3754406620181769,9
Oriental Scops-Owl,Spring,temperature,4.0,April,0.5450198500452772,0.5450198500452772,9
Oriental Scops-Owl,Spring,humidity,5.0,May,-0.40148363630931533,0.40148363630931533,9
Oriental Scops-Owl,Spring,prcp,5.0,May,-0.47300180942461373,0.47300180942461373,9
Oriental Stork,Spring,temperature,4.0,April,-0.07973325914346713,0.07973325914346713,8
Oriental Stork,Spring,humidity,3.0,March,-0.564506098357931,0.564506098357931,8
Oriental Stork,Spring,prcp,4.0,April,-0.44736194945822294,0.44736194945822294,8
Osprey,Spring,temperature,5.0,May,-0.8292387019950179,0.8292387019950179,9
Osprey,Spring,humidity,3.0,March,0.36540439225447513,0.36540439225447513,8
Osprey,Spring,prcp,4.0,April,0.5964208562053699,0.5964208562053699,9
Pacific Golden-Plover,Spring,temperature,5.0,May,0.21955445781073363,0.21955445781073363,9
Pacific Golden-Plover,Spring,humidity,5.0,May,-0.46529323240388426,0.46529323240388426,9
Pacific Golden-Plover,Spring,prcp,5.0,May,-0.03829740559366944,0.03829740559366944,9
Pacific Swift,Spring,temperature,4.0,April,-0.45254157952891194,0.45254157952891194,7
Pacific Swift,Spring,humidity,5.0,May,-0.46520971435060826,0.46520971435060826,9
Pacific Swift,Spring,prcp,5.0,May,-0.10206728998860594,0.10206728998860594,9
Pale-legged Leaf Warbler,Spring,temperature,5.0,May,0.06828927906710427,0.06828927906710427,8
Pale-legged Leaf Warbler,Spring,humidity,5.0,May,-0.6818125441326436,0.6818125441326436,8
Pale-legged Leaf Warbler,Spring,prcp,5.0,May,-0.8488172116977702,0.8488172116977702,8
Pallas's Gull,Spring,temperature,4.0,April,0.12415413774186278,0.12415413774186278,5
Pallas's Gull,Spring,humidity,4.0,April,0.4066272444301368,0.4066272444301368,5
Pallas's Gull,Spring,prcp,4.0,April,0.42854936379125275,0.42854936379125275,5
Pallas's Leaf Warbler,Spring,temperature,5.0,May,-0.6683216241451868,0.6683216241451868,9
Pallas's Leaf Warbler,Spring,humidity,4.0,April,-0.4755481977966038,0.4755481977966038,9
Pallas's Leaf Warbler,Spring,prcp,4.0,April,-0.6474260695349722,0.6474260695349722,9
Pallas's/Reed Bunting,Spring,temperature,,,,,0
Pallas's/Reed Bunting,Spring,humidity,,,,,0
Pallas's/Reed Bunting,Spring,prcp,,,,,0
Pechora Pipit,Spring,temperature,,,,,0
Pechora Pipit,Spring,humidity,,,,,0
Pechora Pipit,Spring,prcp,,,,,0
Phylloscopus sp.,Spring,temperature,4.0,April,-0.46425910936384535,0.46425910936384535,5
Phylloscopus sp.,Spring,humidity,5.0,May,-0.6560122918284006,0.6560122918284006,7
Phylloscopus sp.,Spring,prcp,3.0,March,-0.4529270626525239,0.4529270626525239,6
Pied Avocet,Spring,temperature,4.0,April,-0.3080460517039215,0.3080460517039215,9
Pied Avocet,Spring,humidity,3.0,March,0.19814303294787883,0.19814303294787883,8
Pied Avocet,Spring,prcp,3.0,March,0.35333541547781494,0.35333541547781494,8
Pied Harrier,Spring,temperature,5.0,May,-0.6551616674460217,0.6551616674460217,9
Pied Harrier,Spring,humidity,4.0,April,0.4416361248532567,0.4416361248532567,9
Pied Harrier,Spring,prcp,4.0,April,0.7271218656879425,0.7271218656879425,9
Pied Wheatear,Spring,temperature,,,,,0
Pied Wheatear,Spring,humidity,,,,,0
Pied Wheatear,Spring,prcp,,,,,0
Pin-tailed Snipe,Spring,temperature,5.0,May,0.7055133341267975,0.7055133341267975,5
Pin-tailed Snipe,Spring,humidity,5.0,May,-0.3445563388321419,0.3445563388321419,5
Pin-tailed Snipe,Spring,prcp,5.0,May,-0.4432901297820064,0.4432901297820064,5
Purple Heron,Spring,temperature,4.0,April,0.4113319226600003,0.4113319226600003,9
Purple Heron,Spring,humidity,4.0,April,0.4960344538730716,0.4960344538730716,9
Purple Heron,Spring,prcp,4.0,April,0.6220022687781925,0.6220022687781925,9
Radde's Warbler,Spring,temperature,5.0,May,-0.5142839729939839,0.5142839729939839,9
Radde's Warbler,Spring,humidity,5.0,May,0.15577876567821294,0.15577876567821294,9
Radde's Warbler,Spring,prcp,4.0,April,-0.3809584633393876,0.3809584633393876,6
Red Collared-Dove,Spring,temperature,,,,,0
Red Collared-Dove,Spring,humidity,,,,,0
Red Collared-Dove,Spring,prcp,,,,,0
Red-crested Pochard,Spring,temperature,4.0,April,0.43657263550473246,0.43657263550473246,9
Red-crested Pochard,Spring,humidity,5.0,May,0.5647825262924552,0.5647825262924552,9
Red-crested Pochard,Spring,prcp,5.0,May,0.4344666318337615,0.4344666318337615,9
Red-flanked Bluetail,Spring,temperature,3.0,March,0.6062595267206548,0.6062595267206548,5
Red-flanked Bluetail,Spring,humidity,3.0,March,-0.6336347193426306,0.6336347193426306,5
Red-flanked Bluetail,Spring,prcp,4.0,April,-0.17577862853314788,0.17577862853314788,8
Red-flanked/Qilian Bluetail,Spring,temperature,5.0,May,-0.33585556994522425,0.33585556994522425,7
Red-flanked/Qilian Bluetail,Spring,humidity,3.0,March,0.4202253700761134,0.4202253700761134,9
Red-flanked/Qilian Bluetail,Spring,prcp,5.0,May,-0.17544758623924434,0.17544758623924434,7
Red-necked Grebe,Spring,temperature,,,,,0
Red-necked Grebe,Spring,humidity,,,,,0
Red-necked Grebe,Spring,prcp,,,,,0
Red-throated Pipit,Spring,temperature,4.0,April,0.3156044830565527,0.3156044830565527,9
Red-throated Pipit,Spring,humidity,5.0,May,-0.9619477977096774,0.9619477977096774,9
Red-throated Pipit,Spring,prcp,5.0,May,-0.637142565283547,0.637142565283547,9
Reed Bunting,Spring,temperature,4.0,April,0.5136684470112673,0.5136684470112673,7
Reed Bunting,Spring,humidity,5.0,May,-0.9048876437101803,0.9048876437101803,5
Reed Bunting,Spring,prcp,3.0,March,0.7184448943902352,0.7184448943902352,8
Relict Gull,Spring,temperature,5.0,May,-0.7139974605539027,0.7139974605539027,5
Relict Gull,Spring,humidity,4.0,April,0.39567560363583826,0.39567560363583826,9
Relict Gull,Spring,prcp,3.0,March,0.8183754662254019,0.8183754662254019,5
Richard's Pipit,Spring,temperature,5.0,May,0.466305642297897,0.466305642297897,9
Richard's Pipit,Spring,humidity,5.0,May,-0.9563609347912052,0.9563609347912052,9
Richard's Pipit,Spring,prcp,5.0,May,-0.7684129541287719,0.7684129541287719,9
Rook,Spring,temperature,3.0,March,-0.33201694561685646,0.33201694561685646,9
Rook,Spring,humidity,4.0,April,-0.43304265244318824,0.43304265244318824,8
Rook,Spring,prcp,4.0,April,-0.5845570026187035,0.5845570026187035,8
Rosy Pipit,Spring,temperature,4.0,April,-0.1501644471735932,0.1501644471735932,5
Rosy Pipit,Spring,humidity,5.0,May,-0.8058725664599605,0.8058725664599605,7
Rosy Pipit,Spring,prcp,4.0,April,-0.5704919801204381,0.5704919801204381,5
Ruff,Spring,temperature,,,,,0
Ruff,Spring,humidity,,,,,0
Ruff,Spring,prcp,,,,,0
Rufous-tailed Robin,Spring,temperature,5.0,May,-0.9193716033792502,0.9193716033792502,5
Rufous-tailed Robin,Spring,humidity,5.0,May,-0.17492685398589242,0.17492685398589242,5
Rufous-tailed Robin,Spring,prcp,5.0,May,-0.19247481482829107,0.19247481482829107,5
Russet Sparrow,Spring,temperature,4.0,April,-0.49933024375743434,0.49933024375743434,8
Russet Sparrow,Spring,humidity,5.0,May,0.4493054911868369,0.4493054911868369,9
Russet Sparrow,Spring,prcp,5.0,May,0.5594391320068574,0.5594391320068574,9
Scolopacidae sp.,Spring,temperature,,,,,0
Scolopacidae sp.,Spring,humidity,,,,,0
Scolopacidae sp.,Spring,prcp,,,,,0
Short-toed Snake-Eagle,Spring,temperature,5.0,May,-0.7300691027723129,0.7300691027723129,8
Short-toed Snake-Eagle,Spring,humidity,3.0,March,-0.3283907027641998,0.3283907027641998,7
Short-toed Snake-Eagle,Spring,prcp,3.0,March,-0.27346981404085,0.27346981404085,7
Siberian Blue Robin,Spring,temperature,5.0,May,-0.5967410377170995,0.5967410377170995,9
Siberian Blue Robin,Spring,humidity,5.0,May,0.35247866678282036,0.35247866678282036,9
Siberian Blue Robin,Spring,prcp,5.0,May,0.49927192486718996,0.49927192486718996,9
Siberian Crane,Spring,temperature,,,,,0
Siberian Crane,Spring,humidity,,,,,0
Siberian Crane,Spring,prcp,,,,,0
Siberian House-Martin,Spring,temperature,5.0,May,0.5698596943437174,0.5698596943437174,6
Siberian House-Martin,Spring,humidity,5.0,May,-0.2375239167882279,0.2375239167882279,6
Siberian House-Martin,Spring,prcp,5.0,May,0.20182321144476068,0.20182321144476068,6
Siberian Pipit,Spring,temperature,3.0,March,-0.29147152425075645,0.29147152425075645,8
Siberian Pipit,Spring,humidity,5.0,May,-0.5986970229664607,0.5986970229664607,9
Siberian Pipit,Spring,prcp,4.0,April,0.5766326426574541,0.5766326426574541,9
Siberian Thrush,Spring,temperature,5.0,May,-0.6339462155669304,0.6339462155669304,6
Siberian Thrush,Spring,humidity,5.0,May,0.3234860574460376,0.3234860574460376,6
Siberian Thrush,Spring,prcp,5.0,May,-0.060161160798339185,0.060161160798339185,6
Swan Goose,Spring,temperature,3.0,March,-0.3005033729438929,0.3005033729438929,9
Swan Goose,Spring,humidity,5.0,May,0.565352342957457,0.565352342957457,9
Swan Goose,Spring,prcp,5.0,May,0.5305361687051748,0.5305361687051748,9
Swinhoe's Snipe,Spring,temperature,,,,,0
Swinhoe's Snipe,Spring,humidity,,,,,0
Swinhoe's Snipe,Spring,prcp,,,,,0
Swinhoe's/Pin-tailed Snipe,Spring,temperature,5.0,May,-0.18439288889813624,0.18439288889813624,8
Swinhoe's/Pin-tailed Snipe,Spring,humidity,5.0,May,-0.5046865570682942,0.5046865570682942,8
Swinhoe's/Pin-tailed Snipe,Spring,prcp,5.0,May,-0.46406552756652447,0.46406552756652447,8
Taiga Bean-Goose,Spring,temperature,5.0,May,0.6435366700183113,0.6435366700183113,7
Taiga Bean-Goose,Spring,humidity,3.0,March,0.39671152695489587,0.39671152695489587,8
Taiga Bean-Goose,Spring,prcp,5.0,May,-0.30288925493513097,0.30288925493513097,7
Taiga Flycatcher,Spring,temperature,4.0,April,0.5157704131096555,0.5157704131096555,9
Taiga Flycatcher,Spring,humidity,5.0,May,-0.3827245103071738,0.3827245103071738,9
Taiga Flycatcher,Spring,prcp,4.0,April,-0.10963493586375046,0.10963493586375046,9
Taiga/Tundra Bean-Goose,Spring,temperature,4.0,April,-0.6620908723708017,0.6620908723708017,6
Taiga/Tundra Bean-Goose,Spring,humidity,3.0,March,0.3051205101480316,0.3051205101480316,9
Taiga/Tundra Bean-Goose,Spring,prcp,3.0,March,0.7420503101911686,0.7420503101911686,9
Temminck's Stint,Spring,temperature,5.0,May,-0.5891737397933404,0.5891737397933404,9
Temminck's Stint,Spring,humidity,4.0,April,0.4863595491436154,0.4863595491436154,8
Temminck's Stint,Spring,prcp,5.0,May,-0.27582494347809505,0.27582494347809505,9
Terek Sandpiper,Spring,temperature,,,,,0
Terek Sandpiper,Spring,humidity,,,,,0
Terek Sandpiper,Spring,prcp,,,,,0
Thick-billed Warbler,Spring,temperature,5.0,May,-0.5027013489374327,0.5027013489374327,9
Thick-billed Warbler,Spring,humidity,5.0,May,0.37359193389049977,0.37359193389049977,9
Thick-billed Warbler,Spring,prcp,5.0,May,-0.0762487077263017,0.0762487077263017,9
Tristram's Bunting,Spring,temperature,4.0,April,0.6191422959006551,0.6191422959006551,8
Tristram's Bunting,Spring,humidity,3.0,March,-0.49400176939546525,0.49400176939546525,8
Tristram's Bunting,Spring,prcp,4.0,April,-0.5382777843351843,0.5382777843351843,8
Tufted Duck,Spring,temperature,4.0,April,0.39372127411829805,0.39372127411829805,9
Tufted Duck,Spring,humidity,3.0,March,0.06683728374093496,0.06683728374093496,9
Tufted Duck,Spring,prcp,4.0,April,0.36580811796420465,0.36580811796420465,9
Tundra Bean-Goose,Spring,temperature,4.0,April,-0.2641230871474462,0.2641230871474462,9
Tundra Bean-Goose,Spring,humidity,5.0,May,-0.6844053133408764,0.6844053133408764,5
Tundra Bean-Goose,Spring,prcp,3.0,March,0.3624295530891282,0.3624295530891282,9
Tundra Swan,Spring,temperature,4.0,April,-0.8445788184013283,0.8445788184013283,8
Tundra Swan,Spring,humidity,3.0,March,0.5114305652970127,0.5114305652970127,9
Tundra Swan,Spring,prcp,3.0,March,-0.22179701154319584,0.22179701154319584,9
Tundra/Whooper Swan,Spring,temperature,3.0,March,0.07658149695368653,0.07658149695368653,5
Tundra/Whooper Swan,Spring,humidity,3.0,March,-0.7950533165631263,0.7950533165631263,5
Tundra/Whooper Swan,Spring,prcp,3.0,March,-0.7823224278521942,0.7823224278521942,5
Two-barred Warbler,Spring,temperature,5.0,May,-0.7213227563552794,0.7213227563552794,9
Two-barred Warbler,Spring,humidity,5.0,May,0.46781644742922407,0.46781644742922407,9
Two-barred Warbler,Spring,prcp,5.0,May,0.3137707589826488,0.3137707589826488,9
Vega/Mongolian Gull,Spring,temperature,5.0,May,-0.7072700734301016,0.7072700734301016,6
Vega/Mongolian Gull,Spring,humidity,5.0,May,-0.8063173488847796,0.8063173488847796,6
Vega/Mongolian Gull,Spring,prcp,5.0,May,-0.5357749791744618,0.5357749791744618,6
Western/Eastern Yellow Wagtail,Spring,temperature,,,,,0
Western/Eastern Yellow Wagtail,Spring,humidity,,,,,0
Western/Eastern Yellow Wagtail,Spring,prcp,,,,,0
Whiskered Tern,Spring,temperature,5.0,May,0.5670253123802627,0.5670253123802627,9
Whiskered Tern,Spring,humidity,5.0,May,-0.4140724510537101,0.4140724510537101,9
Whiskered Tern,Spring,prcp,5.0,May,-0.3320869321787687,0.3320869321787687,9
White-naped Crane,Spring,temperature,4.0,April,-0.17764327357289916,0.17764327357289916,6
White-naped Crane,Spring,humidity,4.0,April,0.12996655281090663,0.12996655281090663,6
White-naped Crane,Spring,prcp,3.0,March,0.7354325286745077,0.7354325286745077,9
White-throated Needletail,Spring,temperature,5.0,May,-0.43743449736376006,0.43743449736376006,8
White-throated Needletail,Spring,humidity,5.0,May,0.2637260289250718,0.2637260289250718,8
White-throated Needletail,Spring,prcp,5.0,May,0.7896329779038628,0.7896329779038628,8
White-throated Rock-Thrush,Spring,temperature,5.0,May,-0.0677743390265948,0.0677743390265948,8
White-throated Rock-Thrush,Spring,humidity,5.0,May,-0.3993742612682715,0.3993742612682715,8
White-throated Rock-Thrush,Spring,prcp,5.0,May,0.028064823737256682,0.028064823737256682,8
White-winged Tern,Spring,temperature,5.0,May,0.28408131273932397,0.28408131273932397,9
White-winged Tern,Spring,humidity,5.0,May,-0.45810670989939584,0.45810670989939584,9
White-winged Tern,Spring,prcp,5.0,May,0.18748242416228225,0.18748242416228225,9
Whooper Swan,Spring,temperature,5.0,May,0.7077122635592795,0.7077122635592795,7
Whooper Swan,Spring,humidity,4.0,April,0.6211346082804702,0.6211346082804702,8
Whooper Swan,Spring,prcp,4.0,April,0.9084112424353046,0.9084112424353046,8
Wood Sandpiper,Spring,temperature,4.0,April,0.2464176547344913,0.2464176547344913,9
Wood Sandpiper,Spring,humidity,5.0,May,-0.8635576029678252,0.8635576029678252,9
Wood Sandpiper,Spring,prcp,5.0,May,-0.4990659167948646,0.4990659167948646,9
Yellow-browed Bunting,Spring,temperature,5.0,May,0.251529258487762,0.251529258487762,8
Yellow-browed Bunting,Spring,humidity,5.0,May,-0.48798079252197485,0.48798079252197485,8
Yellow-browed Bunting,Spring,prcp,5.0,May,-0.6133635087643988,0.6133635087643988,8
Yellow-browed Warbler,Spring,temperature,5.0,May,-0.849008850687823,0.849008850687823,9
Yellow-browed Warbler,Spring,humidity,5.0,May,0.3697431802261047,0.3697431802261047,9
Yellow-browed Warbler,Spring,prcp,4.0,April,-0.09915369852381971,0.09915369852381971,9
Yellow-rumped Flycatcher,Spring,temperature,5.0,May,-0.6058861847903562,0.6058861847903562,9
Yellow-rumped Flycatcher,Spring,humidity,5.0,May,0.5375109663546299,0.5375109663546299,9
Yellow-rumped Flycatcher,Spring,prcp,5.0,May,0.4521862425918659,0.4521862425918659,9
bird sp.,Spring,temperature,,,,,0
bird sp.,Spring,humidity,,,,,0
bird sp.,Spring,prcp,,,,,0
crow sp.,Spring,temperature,4.0,April,0.4992081552752085,0.4992081552752085,5
crow sp.,Spring,humidity,4.0,April,0.8355265050257268,0.8355265050257268,5
crow sp.,Spring,prcp,4.0,April,0.9439831202450979,0.9439831202450979,5
crow/raven sp.,Spring,temperature,,,,,0
crow/raven sp.,Spring,humidity,,,,,0
crow/raven sp.,Spring,prcp,,,,,0
diurnal raptor sp.,Spring,temperature,5.0,May,0.2602840376503211,0.2602840376503211,5
diurnal raptor sp.,Spring,humidity,5.0,May,-0.309771471485415,0.309771471485415,5
diurnal raptor sp.,Spring,prcp,5.0,May,-0.36134184362587707,0.36134184362587707,5
duck sp.,Spring,temperature,,,,,0
duck sp.,Spring,humidity,,,,,0
duck sp.,Spring,prcp,,,,,0
falcon sp.,Spring,temperature,5.0,May,0.8862405890906843,0.8862405890906843,6
falcon sp.,Spring,humidity,5.0,May,-0.6780793108902439,0.6780793108902439,6
falcon sp.,Spring,prcp,5.0,May,-0.0022402302902339226,0.0022402302902339226,6
finch sp.,Spring,temperature,,,,,0
finch sp.,Spring,humidity,,,,,0
finch sp.,Spring,prcp,,,,,0
goose sp.,Spring,temperature,,,,,0
goose sp.,Spring,humidity,,,,,0
goose sp.,Spring,prcp,,,,,0
gull sp.,Spring,temperature,,,,,0
gull sp.,Spring,humidity,,,,,0
gull sp.,Spring,prcp,,,,,0
hawk sp.,Spring,temperature,4.0,April,0.3532770488451388,0.3532770488451388,5
hawk sp.,Spring,humidity,4.0,April,-0.5840132690998523,0.5840132690998523,5
hawk sp.,Spring,prcp,4.0,April,-0.13284806118116885,0.13284806118116885,5
heron sp.,Spring,temperature,,,,,0
heron sp.,Spring,humidity,,,,,0
heron sp.,Spring,prcp,,,,,0
muscicapid sp.,Spring,temperature,,,,,0
muscicapid sp.,Spring,humidity,,,,,0
muscicapid sp.,Spring,prcp,,,,,0
myna/starling sp.,Spring,temperature,,,,,0
myna/starling sp.,Spring,humidity,,,,,0
myna/starling sp.,Spring,prcp,,,,,0
owl sp.,Spring,temperature,,,,,0
owl sp.,Spring,humidity,,,,,0
owl sp.,Spring,prcp,,,,,0
parid sp.,Spring,temperature,,,,,0
parid sp.,Spring,humidity,,,,,0
parid sp.,Spring,prcp,,,,,0
passerine sp.,Spring,temperature,5.0,May,0.04301471576277204,0.04301471576277204,7
passerine sp.,Spring,humidity,5.0,May,-0.7264245699963604,0.7264245699963604,7
passerine sp.,Spring,prcp,5.0,May,-0.49894592733864146,0.49894592733864146,7
pigeon/dove sp.,Spring,temperature,,,,,0
pigeon/dove sp.,Spring,humidity,,,,,0
pigeon/dove sp.,Spring,prcp,,,,,0
pipit sp.,Spring,temperature,5.0,May,-0.7619117093594121,0.7619117093594121,5
pipit sp.,Spring,humidity,5.0,May,0.2712114207683195,0.2712114207683195,5
pipit sp.,Spring,prcp,5.0,May,0.2836219734465399,0.2836219734465399,5
rail/crake sp.,Spring,temperature,,,,,0
rail/crake sp.,Spring,humidity,,,,,0
rail/crake sp.,Spring,prcp,,,,,0
shorebird sp.,Spring,temperature,,,,,0
shorebird sp.,Spring,humidity,,,,,0
shorebird sp.,Spring,prcp,,,,,0
snipe sp.,Spring,temperature,3.0,March,-0.9475470432462562,0.9475470432462562,5
snipe sp.,Spring,humidity,5.0,May,-0.735982404116144,0.735982404116144,8
snipe sp.,Spring,prcp,5.0,May,-0.3890641784243426,0.3890641784243426,8
swallow sp.,Spring,temperature,,,,,0
swallow sp.,Spring,humidity,,,,,0
swallow sp.,Spring,prcp,,,,,0
swan sp.,Spring,temperature,,,,,0
swan sp.,Spring,humidity,,,,,0
swan sp.,Spring,prcp,,,,,0
white egret sp.,Spring,temperature,,,,,0
white egret sp.,Spring,humidity,,,,,0
white egret sp.,Spring,prcp,,,,,0
woodpecker sp.,Spring,temperature,,,,,0
woodpecker sp.,Spring,humidity,,,,,0
woodpecker sp.,Spring,prcp,,,,,0
Acrocephalus sp.,Summer,temperature,,,,,0
Acrocephalus sp.,Summer,humidity,,,,,0
Acrocephalus sp.,Summer,prcp,,,,,0
Alström's Warbler,Summer,temperature,6.0,June,0.15783132348751927,0.15783132348751927,7
Alström's Warbler,Summer,humidity,6.0,June,0.05727791604750676,0.05727791604750676,7
Alström's Warbler,Summer,prcp,6.0,June,0.2065140828951596,0.2065140828951596,7
Amur Falcon,Summer,temperature,8.0,August,0.4236751772407458,0.4236751772407458,9
Amur Falcon,Summer,humidity,8.0,August,-0.2094959256205768,0.2094959256205768,9
Amur Falcon,Summer,prcp,7.0,July,0.34987373087862556,0.34987373087862556,9
Amur Paradise-Flycatcher,Summer,temperature,7.0,July,-0.7063566887887799,0.7063566887887799,5
Amur Paradise-Flycatcher,Summer,humidity,7.0,July,0.5331131885280903,0.5331131885280903,5
Amur Paradise-Flycatcher,Summer,prcp,7.0,July,-0.2313135380605771,0.2313135380605771,5
Asian Dowitcher,Summer,temperature,,,,,0
Asian Dowitcher,Summer,humidity,,,,,0
Asian Dowitcher,Summer,prcp,,,,,0
Asian House-Martin,Summer,temperature,7.0,July,0.13921188377313717,0.13921188377313717,5
Asian House-Martin,Summer,humidity,8.0,August,-0.7049180236580125,0.7049180236580125,6
Asian House-Martin,Summer,prcp,8.0,August,-0.822831891791301,0.822831891791301,6
Asian Koel,Summer,temperature,8.0,August,0.10588860291192234,0.10588860291192234,6
Asian Koel,Summer,humidity,7.0,July,-0.4388669164895678,0.4388669164895678,9
Asian Koel,Summer,prcp,8.0,August,-0.20501246557316763,0.20501246557316763,6
Asian Stubtail,Summer,temperature,7.0,July,-0.3086692861214402,0.3086692861214402,7
Asian Stubtail,Summer,humidity,7.0,July,-0.17171397417772527,0.17171397417772527,7
Asian Stubtail,Summer,prcp,7.0,July,-0.6593096292196862,0.6593096292196862,7
Baikal Bush Warbler,Summer,temperature,8.0,August,-0.5830653588502427,0.5830653588502427,5
Baikal Bush Warbler,Summer,humidity,6.0,June,0.36843610777456126,0.36843610777456126,9
Baikal Bush Warbler,Summer,prcp,6.0,June,0.5209665933832719,0.5209665933832719,9
Barn Swallow,Summer,temperature,8.0,August,0.3854596925620409,0.3854596925620409,9
Barn Swallow,Summer,humidity,7.0,July,0.2412640892845112,0.2412640892845112,9
Barn Swallow,Summer,prcp,7.0,July,0.2466964948035316,0.2466964948035316,9
Black Drongo,Summer,temperature,8.0,August,0.3038625885529317,0.3038625885529317,9
