date,year,month,day,season,season_number,season_label,temperature_avg,temperature_min,temperature_max,precipitation_total,rain_total,snowfall_total,humidity_avg,humidity_min,humidity_max,observation_hours
2016-03-09,2016,3,9,Spring,1,2016 Spring,-0.5333333333333332,-4.7,5.8,0.0,0.0,0.0,23.5,11.0,46.0,24
2016-03-10,2016,3,10,Spring,1,2016 Spring,0.7083333333333334,-5.4,7.2,0.0,0.0,0.0,23.041666666666668,16.0,39.0,24
2016-03-11,2016,3,11,Spring,1,2016 Spring,0.7208333333333333,-5.5,7.7,0.0,0.0,0.0,34.083333333333336,16.0,51.0,24
2016-03-12,2016,3,12,Spring,1,2016 Spring,2.120833333333333,-4.3,9.8,0.0,0.0,0.0,46.0,31.0,80.0,24
2016-03-13,2016,3,13,Spring,1,2016 Spring,4.866666666666666,-2.5,11.4,0.0,0.0,0.0,26.708333333333332,16.0,79.0,24
2016-03-14,2016,3,14,Spring,1,2016 Spring,6.154166666666666,-2.5,15.2,0.0,0.0,0.0,35.916666666666664,18.0,73.0,24
2016-03-15,2016,3,15,Spring,1,2016 Spring,7.5375000000000005,2.5,13.8,0.0,0.0,0.0,44.666666666666664,32.0,67.0,24
2016-03-16,2016,3,16,Spring,1,2016 Spring,8.883333333333335,1.4,17.3,0.0,0.0,0.0,58.083333333333336,35.0,81.0,24
2016-03-17,2016,3,17,Spring,1,2016 Spring,11.037500000000001,4.0,18.8,0.0,0.0,0.0,58.75,37.0,82.0,24
2016-03-18,2016,3,18,Spring,1,2016 Spring,12.137500000000001,2.4,21.0,0.0,0.0,0.0,52.916666666666664,21.0,92.0,24
2016-03-19,2016,3,19,Spring,1,2016 Spring,9.512500000000001,3.3,14.9,0.0,0.0,0.0,45.25,29.0,73.0,24
2016-03-20,2016,3,20,Spring,1,2016 Spring,9.570833333333335,2.7,17.2,0.0,0.0,0.0,48.375,26.0,73.0,24
2016-03-21,2016,3,21,Spring,1,2016 Spring,11.241666666666667,3.0,19.0,0.0,0.0,0.0,51.125,32.0,80.0,24
2016-03-22,2016,3,22,Spring,1,2016 Spring,11.054166666666667,5.7,14.5,0.0,0.0,0.0,48.958333333333336,32.0,69.0,24
2016-03-23,2016,3,23,Spring,1,2016 Spring,8.637500000000001,2.7,13.8,0.0,0.0,0.0,26.666666666666668,15.0,64.0,24
2016-03-24,2016,3,24,Spring,1,2016 Spring,6.608333333333333,-1.1,13.6,0.0,0.0,0.0,28.541666666666668,14.0,56.0,24
2016-03-25,2016,3,25,Spring,1,2016 Spring,6.404166666666666,-1.8,13.8,0.0,0.0,0.0,31.833333333333332,14.0,58.0,24
2016-03-26,2016,3,26,Spring,1,2016 Spring,9.229166666666666,0.4,17.6,0.0,0.0,0.0,29.125,15.0,47.0,24
2016-03-27,2016,3,27,Spring,1,2016 Spring,11.195833333333333,1.2,20.1,0.0,0.0,0.0,27.5,12.0,59.0,24
2016-03-28,2016,3,28,Spring,1,2016 Spring,13.575000000000001,4.7,22.6,0.0,0.0,0.0,32.416666666666664,19.0,68.0,24
2016-03-29,2016,3,29,Spring,1,2016 Spring,14.654166666666667,5.3,22.8,0.0,0.0,0.0,33.375,14.0,68.0,24
2016-03-30,2016,3,30,Spring,1,2016 Spring,13.700000000000001,6.1,21.2,0.0,0.0,0.0,30.208333333333332,15.0,54.0,24
2016-03-31,2016,3,31,Spring,1,2016 Spring,16.770833333333332,8.8,25.1,0.0,0.0,0.0,38.833333333333336,25.0,65.0,24
2016-04-01,2016,4,1,Spring,1,2016 Spring,17.516666666666666,11.1,23.2,0.0,0.0,0.0,34.833333333333336,17.0,72.0,24
2016-04-02,2016,4,2,Spring,1,2016 Spring,14.216666666666667,10.3,19.1,0.0,0.0,0.0,22.291666666666668,11.0,38.0,24
2016-04-03,2016,4,3,Spring,1,2016 Spring,13.183333333333332,7.7,18.1,0.0,0.0,0.0,19.166666666666668,11.0,38.0,24
2016-04-04,2016,4,4,Spring,1,2016 Spring,13.945833333333333,5.0,21.3,0.0,0.0,0.0,37.833333333333336,22.0,66.0,24
2016-04-05,2016,4,5,Spring,1,2016 Spring,16.05,8.2,23.7,0.0,0.0,0.0,39.541666666666664,21.0,60.0,24
2016-04-06,2016,4,6,Spring,1,2016 Spring,15.6,7.9,22.7,0.0,0.0,0.0,52.708333333333336,43.0,78.0,24
2016-04-07,2016,4,7,Spring,1,2016 Spring,16.454166666666666,6.8,24.2,0.0,0.0,0.0,40.208333333333336,13.0,91.0,24
2016-04-08,2016,4,8,Spring,1,2016 Spring,16.558333333333334,6.6,24.7,0.0,0.0,0.0,15.375,9.0,38.0,24
2016-04-09,2016,4,9,Spring,1,2016 Spring,17.216666666666665,9.4,27.9,0.0,0.0,0.0,21.666666666666668,9.0,47.0,24
2016-04-10,2016,4,10,Spring,1,2016 Spring,12.254166666666668,6.3,19.4,0.0,0.0,0.0,21.5,13.0,50.0,24
2016-04-11,2016,4,11,Spring,1,2016 Spring,11.0875,3.7,17.4,0.0,0.0,0.0,33.75,23.0,55.0,24
2016-04-12,2016,4,12,Spring,1,2016 Spring,12.4125,5.7,19.4,2.0,2.0,0.0,61.25,39.0,92.0,24
2016-04-13,2016,4,13,Spring,1,2016 Spring,17.2625,7.8,27.2,0.0,0.0,0.0,48.166666666666664,11.0,94.0,24
2016-04-14,2016,4,14,Spring,1,2016 Spring,16.204166666666666,9.2,23.2,0.0,0.0,0.0,25.25,15.0,47.0,24
2016-04-15,2016,4,15,Spring,1,2016 Spring,15.737499999999999,6.1,24.2,0.0,0.0,0.0,44.791666666666664,27.0,67.0,24
2016-04-16,2016,4,16,Spring,1,2016 Spring,15.504166666666668,12.1,20.1,1.9,1.9,0.0,41.0,16.0,83.0,24
2016-04-17,2016,4,17,Spring,1,2016 Spring,13.549999999999999,6.4,19.4,0.0,0.0,0.0,22.041666666666668,11.0,37.0,24
2016-04-18,2016,4,18,Spring,1,2016 Spring,13.520833333333334,4.7,19.6,0.0,0.0,0.0,27.25,12.0,62.0,24
2016-04-19,2016,4,19,Spring,1,2016 Spring,12.679166666666667,8.2,17.0,1.2000000000000002,1.2000000000000002,0.0,44.25,27.0,68.0,24
2016-04-20,2016,4,20,Spring,1,2016 Spring,17.070833333333333,8.3,25.9,0.0,0.0,0.0,45.5,16.0,83.0,24
2016-04-21,2016,4,21,Spring,1,2016 Spring,21.191666666666666,10.1,31.4,0.0,0.0,0.0,27.25,9.0,64.0,24
2016-04-22,2016,4,22,Spring,1,2016 Spring,19.416666666666668,13.0,26.2,0.0,0.0,0.0,12.583333333333334,10.0,19.0,24
2016-04-23,2016,4,23,Spring,1,2016 Spring,16.712500000000002,11.7,21.9,0.0,0.0,0.0,13.0,8.0,26.0,24
2016-04-24,2016,4,24,Spring,1,2016 Spring,18.841666666666665,9.4,26.9,0.0,0.0,0.0,33.416666666666664,27.0,45.0,24
2016-04-25,2016,4,25,Spring,1,2016 Spring,22.4375,15.9,29.2,0.0,0.0,0.0,37.041666666666664,21.0,60.0,24
2016-04-26,2016,4,26,Spring,1,2016 Spring,18.333333333333332,13.6,24.7,0.0,0.0,0.0,37.333333333333336,24.0,55.0,24
2016-04-27,2016,4,27,Spring,1,2016 Spring,16.083333333333332,12.3,20.7,0.0,0.0,0.0,45.375,32.0,66.0,24
2016-04-28,2016,4,28,Spring,1,2016 Spring,19.7,11.9,26.6,0.0,0.0,0.0,49.666666666666664,25.0,87.0,24
2016-04-29,2016,4,29,Spring,1,2016 Spring,21.8,13.7,29.3,0.0,0.0,0.0,43.833333333333336,27.0,70.0,24
2016-04-30,2016,4,30,Spring,1,2016 Spring,23.620833333333334,13.0,31.7,0.0,0.0,0.0,46.541666666666664,22.0,83.0,24
2016-05-01,2016,5,1,Spring,1,2016 Spring,25.008333333333336,15.6,33.5,0.0,0.0,0.0,47.75,24.0,77.0,24
2016-05-02,2016,5,2,Spring,1,2016 Spring,15.883333333333333,10.1,24.2,11.5,11.5,0.0,65.33333333333333,31.0,88.0,24
2016-05-03,2016,5,3,Spring,1,2016 Spring,16.908333333333335,7.5,25.8,0.0,0.0,0.0,38.375,9.0,92.0,24
2016-05-04,2016,5,4,Spring,1,2016 Spring,19.179166666666667,7.4,29.0,0.0,0.0,0.0,28.375,11.0,61.0,24
2016-05-05,2016,5,5,Spring,1,2016 Spring,19.695833333333333,14.0,25.7,5.4,5.4,0.0,47.083333333333336,11.0,77.0,24
2016-05-06,2016,5,6,Spring,1,2016 Spring,18.483333333333334,12.8,24.4,0.0,0.0,0.0,20.166666666666668,13.0,31.0,24
2016-05-07,2016,5,7,Spring,1,2016 Spring,18.704166666666666,9.5,25.9,0.0,0.0,0.0,23.791666666666668,11.0,59.0,24
2016-05-08,2016,5,8,Spring,1,2016 Spring,19.45416666666667,10.7,26.6,0.0,0.0,0.0,36.833333333333336,26.0,61.0,24
2016-05-09,2016,5,9,Spring,1,2016 Spring,18.229166666666668,13.9,23.7,0.5,0.5,0.0,50.25,32.0,72.0,24
2016-05-10,2016,5,10,Spring,1,2016 Spring,20.099999999999998,10.8,27.5,0.0,0.0,0.0,51.083333333333336,25.0,87.0,24
2016-05-11,2016,5,11,Spring,1,2016 Spring,22.916666666666668,17.1,28.2,0.0,0.0,0.0,54.583333333333336,40.0,69.0,24
2016-05-12,2016,5,12,Spring,1,2016 Spring,18.183333333333334,10.4,22.5,16.4,16.4,0.0,44.833333333333336,13.0,82.0,24
2016-05-13,2016,5,13,Spring,1,2016 Spring,16.683333333333334,7.0,24.1,0.0,0.0,0.0,37.5,21.0,67.0,24
2016-05-14,2016,5,14,Spring,1,2016 Spring,12.904166666666667,11.8,16.9,11.3,11.3,0.0,81.29166666666667,36.0,95.0,24
2016-05-15,2016,5,15,Spring,1,2016 Spring,17.083333333333332,10.7,23.4,0.0,0.0,0.0,46.666666666666664,11.0,97.0,24
2016-05-16,2016,5,16,Spring,1,2016 Spring,20.291666666666668,9.3,29.8,0.0,0.0,0.0,32.5,17.0,57.0,24
2016-05-17,2016,5,17,Spring,1,2016 Spring,23.15416666666667,13.6,31.3,0.0,0.0,0.0,37.875,20.0,71.0,24
2016-05-18,2016,5,18,Spring,1,2016 Spring,22.84166666666667,16.0,28.8,0.0,0.0,0.0,47.291666666666664,32.0,69.0,24
2016-05-19,2016,5,19,Spring,1,2016 Spring,22.458333333333332,15.4,28.6,0.0,0.0,0.0,44.458333333333336,23.0,74.0,24
2016-05-20,2016,5,20,Spring,1,2016 Spring,21.375,13.5,28.4,0.0,0.0,0.0,45.75,25.0,77.0,24
2016-05-21,2016,5,21,Spring,1,2016 Spring,22.116666666666664,13.9,29.6,0.0,0.0,0.0,43.416666666666664,21.0,75.0,24
2016-05-22,2016,5,22,Spring,1,2016 Spring,22.75,14.8,29.5,0.0,0.0,0.0,32.208333333333336,16.0,63.0,24
2016-05-23,2016,5,23,Spring,1,2016 Spring,19.929166666666667,16.3,22.7,1.5,1.5,0.0,51.5,37.0,74.0,24
2016-05-24,2016,5,24,Spring,1,2016 Spring,21.120833333333334,10.2,29.5,0.0,0.0,0.0,42.916666666666664,14.0,89.0,24
2016-05-25,2016,5,25,Spring,1,2016 Spring,21.195833333333333,14.8,26.6,0.0,0.0,0.0,40.041666666666664,24.0,70.0,24
2016-05-26,2016,5,26,Spring,1,2016 Spring,22.84166666666667,14.5,29.5,0.0,0.0,0.0,27.875,15.0,50.0,24
2016-05-27,2016,5,27,Spring,1,2016 Spring,23.52916666666667,16.6,30.2,0.0,0.0,0.0,31.083333333333332,18.0,53.0,24
2016-05-28,2016,5,28,Spring,1,2016 Spring,23.2625,15.9,29.6,0.0,0.0,0.0,37.791666666666664,24.0,53.0,24
2016-05-29,2016,5,29,Spring,1,2016 Spring,24.020833333333332,15.9,30.5,0.0,0.0,0.0,30.666666666666668,9.0,72.0,24
2016-05-30,2016,5,30,Spring,1,2016 Spring,27.325,18.7,35.4,0.0,0.0,0.0,41.375,27.0,63.0,24
2016-05-31,2016,5,31,Spring,1,2016 Spring,24.691666666666666,21.0,27.7,0.0,0.0,0.0,32.541666666666664,22.0,58.0,24
2016-06-01,2016,6,1,Summer,2,2016 Summer,24.46666666666667,16.6,30.5,0.0,0.0,0.0,30.625,23.0,55.0,24
2016-06-02,2016,6,2,Summer,2,2016 Summer,25.400000000000002,17.5,32.0,0.0,0.0,0.0,28.708333333333332,15.0,53.0,24
2016-06-03,2016,6,3,Summer,2,2016 Summer,23.849999999999998,18.0,29.5,0.0,0.0,0.0,40.833333333333336,27.0,60.0,24
2016-06-04,2016,6,4,Summer,2,2016 Summer,25.070833333333336,20.0,30.4,0.0,0.0,0.0,43.958333333333336,25.0,63.0,24
2016-06-05,2016,6,5,Summer,2,2016 Summer,25.016666666666666,17.3,31.5,0.0,0.0,0.0,43.416666666666664,24.0,68.0,24
2016-06-06,2016,6,6,Summer,2,2016 Summer,25.733333333333334,19.6,31.9,0.0,0.0,0.0,49.25,28.0,71.0,24
2016-06-07,2016,6,7,Summer,2,2016 Summer,21.183333333333334,18.1,25.1,13.100000000000001,13.100000000000001,0.0,73.33333333333333,50.0,93.0,24
2016-06-08,2016,6,8,Summer,2,2016 Summer,24.141666666666666,15.7,31.2,0.0,0.0,0.0,62.916666666666664,36.0,95.0,24
2016-06-09,2016,6,9,Summer,2,2016 Summer,27.233333333333334,19.2,33.9,0.0,0.0,0.0,47.041666666666664,22.0,76.0,24
2016-06-10,2016,6,10,Summer,2,2016 Summer,27.0,19.7,34.5,0.5,0.5,0.0,53.25,24.0,93.0,24
2016-06-11,2016,6,11,Summer,2,2016 Summer,25.766666666666666,20.5,31.5,0.0,0.0,0.0,32.666666666666664,19.0,47.0,24
2016-06-12,2016,6,12,Summer,2,2016 Summer,25.2375,17.0,31.9,0.0,0.0,0.0,46.041666666666664,23.0,82.0,24
2016-06-13,2016,6,13,Summer,2,2016 Summer,23.425,19.7,30.3,1.1,1.1,0.0,59.125,33.0,79.0,24
2016-06-14,2016,6,14,Summer,2,2016 Summer,20.695833333333333,18.4,26.5,10.6,10.6,0.0,72.625,44.0,92.0,24
2016-06-15,2016,6,15,Summer,2,2016 Summer,23.858333333333334,16.0,31.3,0.0,0.0,0.0,48.666666666666664,21.0,87.0,24
2016-06-16,2016,6,16,Summer,2,2016 Summer,27.058333333333334,16.8,35.0,0.0,0.0,0.0,39.625,17.0,76.0,24
2016-06-17,2016,6,17,Summer,2,2016 Summer,26.962500000000002,20.6,33.8,6.0,6.0,0.0,40.25,23.0,79.0,24
2016-06-18,2016,6,18,Summer,2,2016 Summer,25.65833333333333,18.8,31.8,11.1,11.1,0.0,59.0,36.0,94.0,24
2016-06-19,2016,6,19,Summer,2,2016 Summer,28.287499999999998,18.9,36.2,0.0,0.0,0.0,51.0,22.0,87.0,24
2016-06-20,2016,6,20,Summer,2,2016 Summer,29.308333333333334,23.7,35.2,0.0,0.0,0.0,56.583333333333336,37.0,73.0,24
2016-06-21,2016,6,21,Summer,2,2016 Summer,28.729166666666668,23.3,33.1,20.6,20.6,0.0,69.41666666666667,52.0,93.0,24
2016-06-22,2016,6,22,Summer,2,2016 Summer,28.71666666666667,22.9,35.2,0.2,0.2,0.0,67.79166666666667,43.0,95.0,24
2016-06-23,2016,6,23,Summer,2,2016 Summer,26.15416666666667,22.3,29.4,0.0,0.0,0.0,66.29166666666667,45.0,86.0,24
2016-06-24,2016,6,24,Summer,2,2016 Summer,27.008333333333336,20.6,33.2,0.0,0.0,0.0,31.875,15.0,72.0,24
2016-06-25,2016,6,25,Summer,2,2016 Summer,29.125,21.0,36.4,0.0,0.0,0.0,24.666666666666668,15.0,38.0,24
2016-06-26,2016,6,26,Summer,2,2016 Summer,29.795833333333334,21.5,36.5,0.0,0.0,0.0,30.5,14.0,57.0,24
2016-06-27,2016,6,27,Summer,2,2016 Summer,27.883333333333336,22.9,33.7,0.0,0.0,0.0,45.333333333333336,31.0,70.0,24
2016-06-28,2016,6,28,Summer,2,2016 Summer,22.541666666666668,20.5,25.7,29.0,29.0,0.0,79.41666666666667,56.0,96.0,24
2016-06-29,2016,6,29,Summer,2,2016 Summer,25.295833333333334,20.1,30.7,5.0,5.0,0.0,73.375,50.0,97.0,24
2016-06-30,2016,6,30,Summer,2,2016 Summer,26.55,20.8,31.8,0.1,0.1,0.0,69.79166666666667,46.0,93.0,24
2016-07-01,2016,7,1,Summer,2,2016 Summer,26.40416666666667,22.5,30.7,0.0,0.0,0.0,51.125,32.0,81.0,24
2016-07-02,2016,7,2,Summer,2,2016 Summer,26.504166666666666,20.1,32.1,0.0,0.0,0.0,59.166666666666664,33.0,87.0,24
2016-07-03,2016,7,3,Summer,2,2016 Summer,25.6375,22.4,31.6,11.4,11.4,0.0,69.04166666666667,47.0,96.0,24
2016-07-04,2016,7,4,Summer,2,2016 Summer,25.037499999999998,21.0,29.4,3.0,3.0,0.0,80.54166666666667,62.0,97.0,24
2016-07-05,2016,7,5,Summer,2,2016 Summer,25.854166666666668,20.9,31.2,0.0,0.0,0.0,62.125,37.0,89.0,24
2016-07-06,2016,7,6,Summer,2,2016 Summer,26.75,20.5,32.3,0.0,0.0,0.0,57.041666666666664,35.0,84.0,24
2016-07-07,2016,7,7,Summer,2,2016 Summer,27.96666666666667,21.5,33.5,0.0,0.0,0.0,55.375,35.0,81.0,24
2016-07-08,2016,7,8,Summer,2,2016 Summer,28.645833333333332,23.4,33.4,0.1,0.1,0.0,64.08333333333333,47.0,86.0,24
2016-07-09,2016,7,9,Summer,2,2016 Summer,30.037499999999998,24.6,35.1,0.0,0.0,0.0,63.041666666666664,41.0,90.0,24
2016-07-10,2016,7,10,Summer,2,2016 Summer,30.804166666666664,24.5,36.6,0.0,0.0,0.0,53.458333333333336,32.0,79.0,24
2016-07-11,2016,7,11,Summer,2,2016 Summer,31.525000000000002,25.7,36.9,0.0,0.0,0.0,53.291666666666664,35.0,76.0,24
2016-07-12,2016,7,12,Summer,2,2016 Summer,28.28333333333333,25.4,30.6,0.8,0.8,0.0,61.458333333333336,45.0,73.0,24
2016-07-13,2016,7,13,Summer,2,2016 Summer,29.516666666666666,23.3,35.4,0.0,0.0,0.0,50.916666666666664,29.0,79.0,24
2016-07-14,2016,7,14,Summer,2,2016 Summer,26.879166666666666,22.3,31.3,4.1,4.1,0.0,62.916666666666664,37.0,92.0,24
2016-07-15,2016,7,15,Summer,2,2016 Summer,23.995833333333334,21.1,28.0,2.9,2.9,0.0,68.29166666666667,44.0,95.0,24
2016-07-16,2016,7,16,Summer,2,2016 Summer,24.212500000000002,19.4,29.4,0.0,0.0,0.0,62.916666666666664,38.0,90.0,24
2016-07-17,2016,7,17,Summer,2,2016 Summer,26.008333333333336,20.2,30.8,0.0,0.0,0.0,59.583333333333336,41.0,83.0,24
2016-07-18,2016,7,18,Summer,2,2016 Summer,27.066666666666666,22.8,31.2,0.0,0.0,0.0,62.5,45.0,79.0,24
2016-07-19,2016,7,19,Summer,2,2016 Summer,23.03333333333333,22.1,24.8,23.1,23.1,0.0,93.16666666666667,80.0,98.0,24
2016-07-20,2016,7,20,Summer,2,2016 Summer,22.320833333333336,21.6,23.0,139.4,139.4,0.0,92.41666666666667,90.0,98.0,24
2016-07-21,2016,7,21,Summer,2,2016 Summer,24.441666666666666,22.4,26.9,11.9,11.9,0.0,88.91666666666667,77.0,97.0,24
2016-07-22,2016,7,22,Summer,2,2016 Summer,26.391666666666666,23.0,29.7,0.0,0.0,0.0,84.91666666666667,71.0,99.0,24
2016-07-23,2016,7,23,Summer,2,2016 Summer,28.858333333333334,24.9,33.1,0.9,0.9,0.0,85.5,73.0,97.0,24
2016-07-24,2016,7,24,Summer,2,2016 Summer,28.6875,25.5,33.7,12.7,12.7,0.0,88.0,68.0,100.0,24
2016-07-25,2016,7,25,Summer,2,2016 Summer,27.320833333333336,24.8,31.6,18.7,18.7,0.0,88.95833333333333,71.0,99.0,24
2016-07-26,2016,7,26,Summer,2,2016 Summer,26.962500000000002,22.8,30.8,0.0,0.0,0.0,70.95833333333333,56.0,85.0,24
2016-07-27,2016,7,27,Summer,2,2016 Summer,28.108333333333334,22.5,33.3,0.0,0.0,0.0,79.70833333333333,64.0,94.0,24
2016-07-28,2016,7,28,Summer,2,2016 Summer,28.604166666666668,24.7,33.0,6.2,6.2,0.0,81.58333333333333,60.0,99.0,24
2016-07-29,2016,7,29,Summer,2,2016 Summer,27.870833333333334,24.2,32.3,9.2,9.2,0.0,84.125,69.0,96.0,24
2016-07-30,2016,7,30,Summer,2,2016 Summer,26.579166666666666,24.0,30.7,11.0,11.0,0.0,86.83333333333333,72.0,98.0,24
2016-07-31,2016,7,31,Summer,2,2016 Summer,26.916666666666668,24.3,31.4,0.2,0.2,0.0,86.29166666666667,70.0,94.0,24
2016-08-01,2016,8,1,Summer,2,2016 Summer,25.920833333333334,24.0,29.9,10.4,10.4,0.0,86.54166666666667,69.0,96.0,24
2016-08-02,2016,8,2,Summer,2,2016 Summer,27.075,22.8,31.0,0.0,0.0,0.0,79.70833333333333,59.0,98.0,24
2016-08-03,2016,8,3,Summer,2,2016 Summer,27.8,23.2,32.1,0.0,0.0,0.0,76.5,57.0,94.0,24
2016-08-04,2016,8,4,Summer,2,2016 Summer,27.741666666666664,24.1,31.3,0.0,0.0,0.0,77.58333333333333,61.0,92.0,24
2016-08-05,2016,8,5,Summer,2,2016 Summer,27.616666666666664,24.0,31.2,0.1,0.1,0.0,79.20833333333333,61.0,95.0,24
2016-08-06,2016,8,6,Summer,2,2016 Summer,28.28333333333333,24.5,32.1,0.0,0.0,0.0,79.125,61.0,96.0,24
2016-08-07,2016,8,7,Summer,2,2016 Summer,25.366666666666664,23.3,28.0,3.2,3.2,0.0,82.79166666666667,58.0,96.0,24
2016-08-08,2016,8,8,Summer,2,2016 Summer,25.441666666666666,20.7,30.1,0.0,0.0,0.0,69.70833333333333,45.0,92.0,24
2016-08-09,2016,8,9,Summer,2,2016 Summer,25.5125,21.8,30.4,0.6,0.6,0.0,76.5,60.0,89.0,24
2016-08-10,2016,8,10,Summer,2,2016 Summer,28.287499999999998,23.8,32.2,0.0,0.0,0.0,77.625,62.0,96.0,24
2016-08-11,2016,8,11,Summer,2,2016 Summer,29.666666666666668,26.4,33.2,0.1,0.1,0.0,77.0,62.0,88.0,24
2016-08-12,2016,8,12,Summer,2,2016 Summer,27.695833333333336,25.8,30.2,29.4,29.4,0.0,88.70833333333333,78.0,97.0,24
2016-08-13,2016,8,13,Summer,2,2016 Summer,27.370833333333334,23.8,32.9,0.30000000000000004,0.30000000000000004,0.0,74.375,48.0,98.0,24
2016-08-14,2016,8,14,Summer,2,2016 Summer,26.65833333333333,22.4,32.7,0.0,0.0,0.0,66.91666666666667,43.0,84.0,24
2016-08-15,2016,8,15,Summer,2,2016 Summer,23.7625,20.9,26.6,7.1000000000000005,7.1000000000000005,0.0,75.33333333333333,57.0,91.0,24
2016-08-16,2016,8,16,Summer,2,2016 Summer,24.183333333333334,17.9,29.6,0.0,0.0,0.0,74.5,56.0,93.0,24
2016-08-17,2016,8,17,Summer,2,2016 Summer,24.3,22.4,26.3,0.1,0.1,0.0,84.125,74.0,93.0,24
2016-08-18,2016,8,18,Summer,2,2016 Summer,23.77916666666667,23.2,25.0,21.1,21.1,0.0,93.66666666666667,84.0,98.0,24
2016-08-19,2016,8,19,Summer,2,2016 Summer,25.479166666666668,22.0,28.5,0.0,0.0,0.0,74.91666666666667,64.0,93.0,24
2016-08-20,2016,8,20,Summer,2,2016 Summer,25.208333333333332,20.8,29.9,0.30000000000000004,0.30000000000000004,0.0,80.875,62.0,96.0,24
2016-08-21,2016,8,21,Summer,2,2016 Summer,26.40833333333333,21.3,31.4,0.0,0.0,0.0,79.125,58.0,96.0,24
2016-08-22,2016,8,22,Summer,2,2016 Summer,26.508333333333336,23.0,30.9,0.0,0.0,0.0,72.08333333333333,49.0,91.0,24
2016-08-23,2016,8,23,Summer,2,2016 Summer,26.09166666666667,22.7,29.9,0.6,0.6,0.0,78.91666666666667,65.0,93.0,24
2016-08-24,2016,8,24,Summer,2,2016 Summer,27.162499999999998,23.4,30.6,0.2,0.2,0.0,83.16666666666667,68.0,95.0,24
2016-08-25,2016,8,25,Summer,2,2016 Summer,25.104166666666668,18.2,27.4,0.9,0.9,0.0,61.583333333333336,35.0,97.0,24
2016-08-26,2016,8,26,Summer,2,2016 Summer,21.400000000000002,15.4,27.6,0.0,0.0,0.0,51.75,29.0,83.0,24
2016-08-27,2016,8,27,Summer,2,2016 Summer,22.09583333333333,14.7,30.5,0.5,0.5,0.0,57.25,26.0,84.0,24
2016-08-28,2016,8,28,Summer,2,2016 Summer,23.03333333333333,15.4,30.0,0.0,0.0,0.0,47.416666666666664,25.0,75.0,24
2016-08-29,2016,8,29,Summer,2,2016 Summer,23.070833333333336,15.3,29.4,0.0,0.0,0.0,56.625,33.0,82.0,24
2016-08-30,2016,8,30,Summer,2,2016 Summer,24.02916666666667,17.7,30.6,0.0,0.0,0.0,63.5,40.0,85.0,24
2016-08-31,2016,8,31,Summer,2,2016 Summer,24.483333333333334,15.9,32.8,0.0,0.0,0.0,49.75,20.0,90.0,24
2016-09-01,2016,9,1,Autumn,3,2016 Autumn,21.34583333333333,18.3,24.5,0.0,0.0,0.0,44.875,34.0,64.0,24
2016-09-02,2016,9,2,Autumn,3,2016 Autumn,23.2625,18.2,28.4,0.0,0.0,0.0,52.375,36.0,72.0,24
2016-09-03,2016,9,3,Autumn,3,2016 Autumn,23.59583333333333,16.8,29.6,0.0,0.0,0.0,62.0,41.0,86.0,24
2016-09-04,2016,9,4,Autumn,3,2016 Autumn,23.833333333333332,19.0,30.0,7.5,7.5,0.0,70.0,44.0,95.0,24
2016-09-05,2016,9,5,Autumn,3,2016 Autumn,23.420833333333334,16.8,29.6,0.0,0.0,0.0,69.75,39.0,98.0,24
2016-09-06,2016,9,6,Autumn,3,2016 Autumn,25.191666666666666,18.4,31.3,0.0,0.0,0.0,59.333333333333336,29.0,90.0,24
2016-09-07,2016,9,7,Autumn,3,2016 Autumn,24.895833333333332,19.9,30.0,0.0,0.0,0.0,49.083333333333336,34.0,81.0,24
2016-09-08,2016,9,8,Autumn,3,2016 Autumn,23.366666666666664,16.2,30.2,0.0,0.0,0.0,58.958333333333336,27.0,91.0,24
2016-09-09,2016,9,9,Autumn,3,2016 Autumn,24.27916666666667,16.4,31.0,0.0,0.0,0.0,50.625,26.0,83.0,24
2016-09-10,2016,9,10,Autumn,3,2016 Autumn,23.758333333333336,17.3,29.8,1.1,1.1,0.0,53.041666666666664,31.0,79.0,24
2016-09-11,2016,9,11,Autumn,3,2016 Autumn,20.058333333333334,18.2,24.2,14.200000000000001,14.200000000000001,0.0,83.875,60.0,95.0,24
2016-09-12,2016,9,12,Autumn,3,2016 Autumn,21.266666666666666,16.1,25.5,0.0,0.0,0.0,71.29166666666667,52.0,94.0,24
2016-09-13,2016,9,13,Autumn,3,2016 Autumn,22.304166666666664,17.3,26.9,0.1,0.1,0.0,73.41666666666667,56.0,92.0,24
2016-09-14,2016,9,14,Autumn,3,2016 Autumn,23.520833333333332,18.3,29.5,0.0,0.0,0.0,69.625,44.0,92.0,24
2016-09-15,2016,9,15,Autumn,3,2016 Autumn,24.445833333333336,19.9,29.8,0.0,0.0,0.0,69.83333333333333,51.0,87.0,24
2016-09-16,2016,9,16,Autumn,3,2016 Autumn,25.195833333333336,20.1,31.5,0.1,0.1,0.0,67.5,41.0,88.0,24
2016-09-17,2016,9,17,Autumn,3,2016 Autumn,21.537499999999998,19.1,23.9,3.2,3.2,0.0,73.45833333333333,52.0,92.0,24
2016-09-18,2016,9,18,Autumn,3,2016 Autumn,18.462500000000002,16.2,20.7,5.7,5.7,0.0,76.91666666666667,59.0,92.0,24
